in s,C1 in V
1.8864E-06,2.38350E+00
1.8868E-06,2.38350E+00
1.8872E-06,2.39326E+00
1.8876E-06,2.38838E+00
1.8880E-06,2.37861E+00
1.8884E-06,2.39326E+00
1.8888E-06,2.37861E+00
1.8892E-06,2.37861E+00
1.8896E-06,2.39326E+00
1.8900E-06,2.38350E+00
1.8904E-06,2.38838E+00
1.8908E-06,2.37861E+00
1.8912E-06,2.37373E+00
1.8916E-06,2.39326E+00
1.8920E-06,2.37373E+00
1.8924E-06,2.37373E+00
1.8928E-06,2.37861E+00
1.8932E-06,2.37861E+00
1.8936E-06,2.38350E+00
1.8940E-06,2.38838E+00
1.8944E-06,2.39326E+00
1.8948E-06,2.37861E+00
1.8952E-06,2.36885E+00
1.8956E-06,2.38350E+00
1.8960E-06,2.36885E+00
1.8964E-06,2.39326E+00
1.8968E-06,2.38838E+00
1.8972E-06,2.36885E+00
1.8976E-06,2.36885E+00
1.8980E-06,2.38838E+00
1.8984E-06,2.38350E+00
1.8988E-06,2.38838E+00
1.8992E-06,2.39814E+00
1.8996E-06,2.37373E+00
1.9000E-06,2.37861E+00
1.9004E-06,2.37861E+00
1.9008E-06,2.38350E+00
1.9012E-06,2.37373E+00
1.9016E-06,2.37861E+00
1.9020E-06,2.36885E+00
1.9024E-06,2.36885E+00
1.9028E-06,2.37373E+00
1.9032E-06,2.37373E+00
1.9036E-06,2.36885E+00
1.9040E-06,2.38350E+00
1.9044E-06,2.39326E+00
1.9048E-06,2.35420E+00
1.9052E-06,2.38838E+00
1.9056E-06,2.38350E+00
1.9060E-06,2.39814E+00
1.9064E-06,2.38350E+00
1.9068E-06,2.39814E+00
1.9072E-06,2.38350E+00
1.9076E-06,2.37373E+00
1.9080E-06,2.37861E+00
1.9084E-06,2.38350E+00
1.9088E-06,2.38350E+00
1.9092E-06,2.38350E+00
1.9096E-06,2.38350E+00
1.9100E-06,2.37373E+00
1.9104E-06,2.37861E+00
1.9108E-06,2.38350E+00
1.9112E-06,2.37861E+00
1.9116E-06,2.37861E+00
1.9120E-06,2.36885E+00
1.9124E-06,2.38350E+00
1.9128E-06,2.38838E+00
1.9132E-06,2.38838E+00
1.9136E-06,2.37373E+00
1.9140E-06,2.37373E+00
1.9144E-06,2.37861E+00
1.9148E-06,2.37861E+00
1.9152E-06,2.38350E+00
1.9156E-06,2.38350E+00
1.9160E-06,2.37861E+00
1.9164E-06,2.37373E+00
1.9168E-06,2.38350E+00
1.9172E-06,2.39326E+00
1.9176E-06,2.37861E+00
1.9180E-06,2.37861E+00
1.9184E-06,2.36885E+00
1.9188E-06,2.38350E+00
1.9192E-06,2.37861E+00
1.9196E-06,2.38350E+00
1.9200E-06,2.37861E+00
1.9204E-06,2.37861E+00
1.9208E-06,2.38350E+00
1.9212E-06,2.37373E+00
1.9216E-06,2.36885E+00
1.9220E-06,2.37861E+00
1.9224E-06,2.37373E+00
1.9228E-06,2.38838E+00
1.9232E-06,2.36885E+00
1.9236E-06,2.36396E+00
1.9240E-06,2.38350E+00
1.9244E-06,2.38838E+00
1.9248E-06,2.37861E+00
1.9252E-06,2.38350E+00
1.9256E-06,2.37373E+00
1.9260E-06,2.36396E+00
1.9264E-06,2.39326E+00
1.9268E-06,2.38838E+00
1.9272E-06,2.38350E+00
1.9276E-06,2.38350E+00
1.9280E-06,2.37373E+00
1.9284E-06,2.37373E+00
1.9288E-06,2.37373E+00
1.9292E-06,2.38838E+00
1.9296E-06,2.38350E+00
1.9300E-06,2.38350E+00
1.9304E-06,2.37861E+00
1.9308E-06,2.38350E+00
1.9312E-06,2.37861E+00
1.9316E-06,2.38350E+00
1.9320E-06,2.36885E+00
1.9324E-06,2.37373E+00
1.9328E-06,2.38350E+00
1.9332E-06,2.37373E+00
1.9336E-06,2.37373E+00
1.9340E-06,2.37373E+00
1.9344E-06,2.36885E+00
1.9348E-06,2.38350E+00
1.9352E-06,2.37861E+00
1.9356E-06,2.38350E+00
1.9360E-06,2.39326E+00
1.9364E-06,2.37861E+00
1.9368E-06,2.37373E+00
1.9372E-06,2.37373E+00
1.9376E-06,2.36885E+00
1.9380E-06,2.37861E+00
1.9384E-06,2.37861E+00
1.9388E-06,2.38838E+00
1.9392E-06,2.36885E+00
1.9396E-06,2.37373E+00
1.9400E-06,2.36396E+00
1.9404E-06,2.37373E+00
1.9408E-06,2.36885E+00
1.9412E-06,2.36885E+00
1.9416E-06,2.36885E+00
1.9420E-06,2.38350E+00
1.9424E-06,2.35908E+00
1.9428E-06,2.36396E+00
1.9432E-06,2.36885E+00
1.9436E-06,2.37861E+00
1.9440E-06,2.38350E+00
1.9444E-06,2.37373E+00
1.9448E-06,2.38350E+00
1.9452E-06,2.37373E+00
1.9456E-06,2.37373E+00
1.9460E-06,2.39326E+00
1.9464E-06,2.36396E+00
1.9468E-06,2.36885E+00
1.9472E-06,2.36396E+00
1.9476E-06,2.36885E+00
1.9480E-06,2.37373E+00
1.9484E-06,2.36885E+00
1.9488E-06,2.37373E+00
1.9492E-06,2.38350E+00
1.9496E-06,2.36885E+00
1.9500E-06,2.36885E+00
1.9504E-06,2.38350E+00
1.9508E-06,2.35420E+00
1.9512E-06,2.37861E+00
1.9516E-06,2.36396E+00
1.9520E-06,2.36885E+00
1.9524E-06,2.38350E+00
1.9528E-06,2.37861E+00
1.9532E-06,2.38350E+00
1.9536E-06,2.35420E+00
1.9540E-06,2.36885E+00
1.9544E-06,2.36885E+00
1.9548E-06,2.35420E+00
1.9552E-06,2.38350E+00
1.9556E-06,2.38350E+00
1.9560E-06,2.36885E+00
1.9564E-06,2.36885E+00
1.9568E-06,2.36885E+00
1.9572E-06,2.36885E+00
1.9576E-06,2.36885E+00
1.9580E-06,2.36885E+00
1.9584E-06,2.37373E+00
1.9588E-06,2.37861E+00
1.9592E-06,2.37373E+00
1.9596E-06,2.36885E+00
1.9600E-06,2.38350E+00
1.9604E-06,2.38350E+00
1.9608E-06,2.36396E+00
1.9612E-06,2.36885E+00
1.9616E-06,2.36885E+00
1.9620E-06,2.37373E+00
1.9624E-06,2.36396E+00
1.9628E-06,2.37373E+00
1.9632E-06,2.37861E+00
1.9636E-06,2.37373E+00
1.9640E-06,2.34932E+00
1.9644E-06,2.36885E+00
1.9648E-06,2.37861E+00
1.9652E-06,2.35908E+00
1.9656E-06,2.34932E+00
1.9660E-06,2.37373E+00
1.9664E-06,2.36396E+00
1.9668E-06,2.37861E+00
1.9672E-06,2.36885E+00
1.9676E-06,2.36396E+00
1.9680E-06,2.37861E+00
1.9684E-06,2.38838E+00
1.9688E-06,2.36885E+00
1.9692E-06,2.37373E+00
1.9696E-06,2.36885E+00
1.9700E-06,2.37861E+00
1.9704E-06,2.35420E+00
1.9708E-06,2.36396E+00
1.9712E-06,2.36885E+00
1.9716E-06,2.37373E+00
1.9720E-06,2.36885E+00
1.9724E-06,2.36885E+00
1.9728E-06,2.36885E+00
1.9732E-06,2.36396E+00
1.9736E-06,2.37861E+00
1.9740E-06,2.34932E+00
1.9744E-06,2.38350E+00
1.9748E-06,2.38350E+00
1.9752E-06,2.36396E+00
1.9756E-06,2.37373E+00
1.9760E-06,2.36396E+00
1.9764E-06,2.38350E+00
1.9768E-06,2.35420E+00
1.9772E-06,2.35908E+00
1.9776E-06,2.37373E+00
1.9780E-06,2.36885E+00
1.9784E-06,2.37373E+00
1.9788E-06,2.37861E+00
1.9792E-06,2.36885E+00
1.9796E-06,2.36885E+00
1.9800E-06,2.36885E+00
1.9804E-06,2.37373E+00
1.9808E-06,2.36396E+00
1.9812E-06,2.36885E+00
1.9816E-06,2.34932E+00
1.9820E-06,2.39326E+00
1.9824E-06,2.36396E+00
1.9828E-06,2.37373E+00
1.9832E-06,2.36396E+00
1.9836E-06,2.36396E+00
1.9840E-06,2.36396E+00
1.9844E-06,2.36396E+00
1.9848E-06,2.36885E+00
1.9852E-06,2.35908E+00
1.9856E-06,2.36885E+00
1.9860E-06,2.37373E+00
1.9864E-06,2.35420E+00
1.9868E-06,2.36885E+00
1.9872E-06,2.36885E+00
1.9876E-06,2.38350E+00
1.9880E-06,2.35420E+00
1.9884E-06,2.36885E+00
1.9888E-06,2.36885E+00
1.9892E-06,2.36885E+00
1.9896E-06,2.34443E+00
1.9900E-06,2.34932E+00
1.9904E-06,2.37373E+00
1.9908E-06,2.36396E+00
1.9912E-06,2.34932E+00
1.9916E-06,2.35908E+00
1.9920E-06,2.35908E+00
1.9924E-06,2.35908E+00
1.9928E-06,2.37373E+00
1.9932E-06,2.36396E+00
1.9936E-06,2.36396E+00
1.9940E-06,2.37861E+00
1.9944E-06,2.36396E+00
1.9948E-06,2.37861E+00
1.9952E-06,2.36396E+00
1.9956E-06,2.36396E+00
1.9960E-06,2.35420E+00
1.9964E-06,2.36885E+00
1.9968E-06,2.36396E+00
1.9972E-06,2.36396E+00
1.9976E-06,2.34443E+00
1.9980E-06,2.37861E+00
1.9984E-06,2.37373E+00
1.9988E-06,2.36396E+00
1.9992E-06,2.35420E+00
1.9996E-06,2.37373E+00
2.0000E-06,2.36885E+00
2.0004E-06,2.36885E+00
2.0008E-06,2.36396E+00
2.0012E-06,2.36396E+00
2.0016E-06,2.36885E+00
2.0020E-06,2.37373E+00
2.0024E-06,2.35908E+00
2.0028E-06,2.35908E+00
2.0032E-06,2.37373E+00
2.0036E-06,2.36396E+00
2.0040E-06,2.37373E+00
2.0044E-06,2.37861E+00
2.0048E-06,2.35420E+00
2.0052E-06,2.34932E+00
2.0056E-06,2.35420E+00
2.0060E-06,2.34932E+00
2.0064E-06,2.37861E+00
2.0068E-06,2.36396E+00
2.0072E-06,2.35420E+00
2.0076E-06,2.37861E+00
2.0080E-06,2.35908E+00
2.0084E-06,2.36885E+00
2.0088E-06,2.34932E+00
2.0092E-06,2.36885E+00
2.0096E-06,2.36396E+00
2.0100E-06,2.34932E+00
2.0104E-06,2.34932E+00
2.0108E-06,2.36396E+00
2.0112E-06,2.35420E+00
2.0116E-06,2.36396E+00
2.0120E-06,2.34932E+00
2.0124E-06,2.35420E+00
2.0128E-06,2.34932E+00
2.0132E-06,2.36885E+00
2.0136E-06,2.37861E+00
2.0140E-06,2.36885E+00
2.0144E-06,2.36396E+00
2.0148E-06,2.38350E+00
2.0152E-06,2.36396E+00
2.0156E-06,2.36396E+00
2.0160E-06,2.34932E+00
2.0164E-06,2.35908E+00
2.0168E-06,2.34932E+00
2.0172E-06,2.35420E+00
2.0176E-06,2.35908E+00
2.0180E-06,2.35908E+00
2.0184E-06,2.34932E+00
2.0188E-06,2.35908E+00
2.0192E-06,2.35420E+00
2.0196E-06,2.35420E+00
2.0200E-06,2.34932E+00
2.0204E-06,2.37373E+00
2.0208E-06,2.34932E+00
2.0212E-06,2.35908E+00
2.0216E-06,2.35420E+00
2.0220E-06,2.36396E+00
2.0224E-06,2.34932E+00
2.0228E-06,2.36396E+00
2.0232E-06,2.35420E+00
2.0236E-06,2.35420E+00
2.0240E-06,2.35908E+00
2.0244E-06,2.36396E+00
2.0248E-06,2.35908E+00
2.0252E-06,2.34932E+00
2.0256E-06,2.34932E+00
2.0260E-06,2.35908E+00
2.0264E-06,2.34932E+00
2.0268E-06,2.34932E+00
2.0272E-06,2.35420E+00
2.0276E-06,2.36885E+00
2.0280E-06,2.34443E+00
2.0284E-06,2.35420E+00
2.0288E-06,2.36396E+00
2.0292E-06,2.35908E+00
2.0296E-06,2.36396E+00
2.0300E-06,2.35420E+00
2.0304E-06,2.35420E+00
2.0308E-06,2.35420E+00
2.0312E-06,2.36396E+00
2.0316E-06,2.34932E+00
2.0320E-06,2.35420E+00
2.0324E-06,2.35420E+00
2.0328E-06,2.34932E+00
2.0332E-06,2.33955E+00
2.0336E-06,2.35908E+00
2.0340E-06,2.36885E+00
2.0344E-06,2.34932E+00
2.0348E-06,2.36885E+00
2.0352E-06,2.34932E+00
2.0356E-06,2.35908E+00
2.0360E-06,2.34932E+00
2.0364E-06,2.36396E+00
2.0368E-06,2.34932E+00
2.0372E-06,2.34932E+00
2.0376E-06,2.36396E+00
2.0380E-06,2.33955E+00
2.0384E-06,2.36396E+00
2.0388E-06,2.34932E+00
2.0392E-06,2.34932E+00
2.0396E-06,2.34932E+00
2.0400E-06,2.34443E+00
2.0404E-06,2.35420E+00
2.0408E-06,2.36396E+00
2.0412E-06,2.34932E+00
2.0416E-06,2.33955E+00
2.0420E-06,2.35908E+00
2.0424E-06,2.34443E+00
2.0428E-06,2.35420E+00
2.0432E-06,2.33955E+00
2.0436E-06,2.34932E+00
2.0440E-06,2.33467E+00
2.0444E-06,2.34932E+00
2.0448E-06,2.34932E+00
2.0452E-06,2.35420E+00
2.0456E-06,2.34932E+00
2.0460E-06,2.34443E+00
2.0464E-06,2.33955E+00
2.0468E-06,2.34932E+00
2.0472E-06,2.34443E+00
2.0476E-06,2.36396E+00
2.0480E-06,2.33955E+00
2.0484E-06,2.34932E+00
2.0488E-06,2.34443E+00
2.0492E-06,2.34932E+00
2.0496E-06,2.33955E+00
2.0500E-06,2.34932E+00
2.0504E-06,2.34932E+00
2.0508E-06,2.33955E+00
2.0512E-06,2.33955E+00
2.0516E-06,2.33955E+00
2.0520E-06,2.33955E+00
2.0524E-06,2.34932E+00
2.0528E-06,2.33467E+00
2.0532E-06,2.34932E+00
2.0536E-06,2.34932E+00
2.0540E-06,2.34443E+00
2.0544E-06,2.33955E+00
2.0548E-06,2.36396E+00
2.0552E-06,2.34443E+00
2.0556E-06,2.35420E+00
2.0560E-06,2.35908E+00
2.0564E-06,2.33955E+00
2.0568E-06,2.35420E+00
2.0572E-06,2.34443E+00
2.0576E-06,2.34932E+00
2.0580E-06,2.34932E+00
2.0584E-06,2.36396E+00
2.0588E-06,2.35908E+00
2.0592E-06,2.34932E+00
2.0596E-06,2.35420E+00
2.0600E-06,2.35420E+00
2.0604E-06,2.35908E+00
2.0608E-06,2.35908E+00
2.0612E-06,2.33467E+00
2.0616E-06,2.34932E+00
2.0620E-06,2.33467E+00
2.0624E-06,2.35908E+00
2.0628E-06,2.34932E+00
2.0632E-06,2.33955E+00
2.0636E-06,2.34932E+00
2.0640E-06,2.34932E+00
2.0644E-06,2.34932E+00
2.0648E-06,2.34932E+00
2.0652E-06,2.35908E+00
2.0656E-06,2.33467E+00
2.0660E-06,2.34932E+00
2.0664E-06,2.34932E+00
2.0668E-06,2.34932E+00
2.0672E-06,2.35420E+00
2.0676E-06,2.35420E+00
2.0680E-06,2.33467E+00
2.0684E-06,2.33955E+00
2.0688E-06,2.34443E+00
2.0692E-06,2.34443E+00
2.0696E-06,2.33467E+00
2.0700E-06,2.34932E+00
2.0704E-06,2.34443E+00
2.0708E-06,2.34443E+00
2.0712E-06,2.32979E+00
2.0716E-06,2.36396E+00
2.0720E-06,2.34932E+00
2.0724E-06,2.34932E+00
2.0728E-06,2.35420E+00
2.0732E-06,2.34932E+00
2.0736E-06,2.35420E+00
2.0740E-06,2.35908E+00
2.0744E-06,2.34443E+00
2.0748E-06,2.34443E+00
2.0752E-06,2.34932E+00
2.0756E-06,2.34443E+00
2.0760E-06,2.34443E+00
2.0764E-06,2.32979E+00
2.0768E-06,2.33955E+00
2.0772E-06,2.34443E+00
2.0776E-06,2.35908E+00
2.0780E-06,2.34932E+00
2.0784E-06,2.34443E+00
2.0788E-06,2.35420E+00
2.0792E-06,2.34443E+00
2.0796E-06,2.32979E+00
2.0800E-06,2.34932E+00
2.0804E-06,2.33955E+00
2.0808E-06,2.34443E+00
2.0812E-06,2.35420E+00
2.0816E-06,2.35908E+00
2.0820E-06,2.36396E+00
2.0824E-06,2.34443E+00
2.0828E-06,2.34443E+00
2.0832E-06,2.34443E+00
2.0836E-06,2.34932E+00
2.0840E-06,2.33955E+00
2.0844E-06,2.34932E+00
2.0848E-06,2.33467E+00
2.0852E-06,2.35420E+00
2.0856E-06,2.34443E+00
2.0860E-06,2.33955E+00
2.0864E-06,2.33955E+00
2.0868E-06,2.33955E+00
2.0872E-06,2.33955E+00
2.0876E-06,2.34932E+00
2.0880E-06,2.32979E+00
2.0884E-06,2.32979E+00
2.0888E-06,2.34443E+00
2.0892E-06,2.34932E+00
2.0896E-06,2.33955E+00
2.0900E-06,2.33467E+00
2.0904E-06,2.34932E+00
2.0908E-06,2.34932E+00
2.0912E-06,2.34443E+00
2.0916E-06,2.34443E+00
2.0920E-06,2.34932E+00
2.0924E-06,2.34443E+00
2.0928E-06,2.34443E+00
2.0932E-06,2.36396E+00
2.0936E-06,2.33955E+00
2.0940E-06,2.34932E+00
2.0944E-06,2.33955E+00
2.0948E-06,2.34443E+00
2.0952E-06,2.33955E+00
2.0956E-06,2.34932E+00
2.0960E-06,2.33955E+00
2.0964E-06,2.34932E+00
2.0968E-06,2.34443E+00
2.0972E-06,2.34932E+00
2.0976E-06,2.35908E+00
2.0980E-06,2.36396E+00
2.0984E-06,2.34932E+00
2.0988E-06,2.33955E+00
2.0992E-06,2.34932E+00
2.0996E-06,2.34932E+00
2.1000E-06,2.34932E+00
2.1004E-06,2.34932E+00
2.1008E-06,2.32490E+00
2.1012E-06,2.34443E+00
2.1016E-06,2.34443E+00
2.1020E-06,2.34932E+00
2.1024E-06,2.33467E+00
2.1028E-06,2.33467E+00
2.1032E-06,2.34932E+00
2.1036E-06,2.34932E+00
2.1040E-06,2.33955E+00
2.1044E-06,2.34443E+00
2.1048E-06,2.32979E+00
2.1052E-06,2.33467E+00
2.1056E-06,2.34932E+00
2.1060E-06,2.33955E+00
2.1064E-06,2.33955E+00
2.1068E-06,2.34932E+00
2.1072E-06,2.36396E+00
2.1076E-06,2.34443E+00
2.1080E-06,2.33955E+00
2.1084E-06,2.34443E+00
2.1088E-06,2.33955E+00
2.1092E-06,2.34443E+00
2.1096E-06,2.33955E+00
2.1100E-06,2.34932E+00
2.1104E-06,2.33467E+00
2.1108E-06,2.33955E+00
2.1112E-06,2.35420E+00
2.1116E-06,2.33467E+00
2.1120E-06,2.33955E+00
2.1124E-06,2.34443E+00
2.1128E-06,2.34443E+00
2.1132E-06,2.34443E+00
2.1136E-06,2.33467E+00
2.1140E-06,2.34932E+00
2.1144E-06,2.33467E+00
2.1148E-06,2.32979E+00
2.1152E-06,2.32979E+00
2.1156E-06,2.33955E+00
2.1160E-06,2.33955E+00
2.1164E-06,2.34443E+00
2.1168E-06,2.33955E+00
2.1172E-06,2.34443E+00
2.1176E-06,2.34443E+00
2.1180E-06,2.34932E+00
2.1184E-06,2.35908E+00
2.1188E-06,2.33467E+00
2.1192E-06,2.35908E+00
2.1196E-06,2.32979E+00
2.1200E-06,2.33955E+00
2.1204E-06,2.33467E+00
2.1208E-06,2.33467E+00
2.1212E-06,2.33467E+00
2.1216E-06,2.32979E+00
2.1220E-06,2.33467E+00
2.1224E-06,2.33955E+00
2.1228E-06,2.34932E+00
2.1232E-06,2.33955E+00
2.1236E-06,2.32490E+00
2.1240E-06,2.34443E+00
2.1244E-06,2.34932E+00
2.1248E-06,2.34443E+00
2.1252E-06,2.34443E+00
2.1256E-06,2.34443E+00
2.1260E-06,2.34443E+00
2.1264E-06,2.35420E+00
2.1268E-06,2.35420E+00
2.1272E-06,2.33467E+00
2.1276E-06,2.32979E+00
2.1280E-06,2.33467E+00
2.1284E-06,2.34932E+00
2.1288E-06,2.32490E+00
2.1292E-06,2.34443E+00
2.1296E-06,2.33467E+00
2.1300E-06,2.33955E+00
2.1304E-06,2.33955E+00
2.1308E-06,2.33467E+00
2.1312E-06,2.32979E+00
2.1316E-06,2.34443E+00
2.1320E-06,2.33955E+00
2.1324E-06,2.34932E+00
2.1328E-06,2.33467E+00
2.1332E-06,2.34932E+00
2.1336E-06,2.32979E+00
2.1340E-06,2.34932E+00
2.1344E-06,2.33955E+00
2.1348E-06,2.34932E+00
2.1352E-06,2.32979E+00
2.1356E-06,2.35420E+00
2.1360E-06,2.32979E+00
2.1364E-06,2.34932E+00
2.1368E-06,2.34932E+00
2.1372E-06,2.33467E+00
2.1376E-06,2.34932E+00
2.1380E-06,2.32979E+00
2.1384E-06,2.34443E+00
2.1388E-06,2.34443E+00
2.1392E-06,2.33467E+00
2.1396E-06,2.36396E+00
2.1400E-06,2.32979E+00
2.1404E-06,2.33467E+00
2.1408E-06,2.35420E+00
2.1412E-06,2.35908E+00
2.1416E-06,2.33467E+00
2.1420E-06,2.35420E+00
2.1424E-06,2.32979E+00
2.1428E-06,2.35420E+00
2.1432E-06,2.35420E+00
2.1436E-06,2.33955E+00
2.1440E-06,2.33467E+00
2.1444E-06,2.35420E+00
2.1448E-06,2.33955E+00
2.1452E-06,2.34932E+00
2.1456E-06,2.34443E+00
2.1460E-06,2.34443E+00
2.1464E-06,2.34932E+00
2.1468E-06,2.34932E+00
2.1472E-06,2.34443E+00
2.1476E-06,2.34932E+00
2.1480E-06,2.34443E+00
2.1484E-06,2.33467E+00
2.1488E-06,2.36396E+00
2.1492E-06,2.34932E+00
2.1496E-06,2.33955E+00
2.1500E-06,2.34932E+00
2.1504E-06,2.34932E+00
2.1508E-06,2.33467E+00
2.1512E-06,2.32979E+00
2.1516E-06,2.34932E+00
2.1520E-06,2.34932E+00
2.1524E-06,2.34932E+00
2.1528E-06,2.34443E+00
2.1532E-06,2.33467E+00
2.1536E-06,2.33467E+00
2.1540E-06,2.34932E+00
2.1544E-06,2.33467E+00
2.1548E-06,2.34932E+00
2.1552E-06,2.35908E+00
2.1556E-06,2.34932E+00
2.1560E-06,2.33467E+00
2.1564E-06,2.35420E+00
2.1568E-06,2.34443E+00
2.1572E-06,2.33955E+00
2.1576E-06,2.34443E+00
2.1580E-06,2.34932E+00
2.1584E-06,2.33467E+00
2.1588E-06,2.34443E+00
2.1592E-06,2.33467E+00
2.1596E-06,2.32979E+00
2.1600E-06,2.33955E+00
2.1604E-06,2.35420E+00
2.1608E-06,2.34932E+00
2.1612E-06,2.34932E+00
2.1616E-06,2.34443E+00
2.1620E-06,2.34443E+00
2.1624E-06,2.34443E+00
2.1628E-06,2.35908E+00
2.1632E-06,2.34932E+00
2.1636E-06,2.34932E+00
2.1640E-06,2.34443E+00
2.1644E-06,2.34443E+00
2.1648E-06,2.33467E+00
2.1652E-06,2.34443E+00
2.1656E-06,2.34932E+00
2.1660E-06,2.34932E+00
2.1664E-06,2.33955E+00
2.1668E-06,2.34932E+00
2.1672E-06,2.32979E+00
2.1676E-06,2.35420E+00
2.1680E-06,2.35908E+00
2.1684E-06,2.34932E+00
2.1688E-06,2.35908E+00
2.1692E-06,2.35420E+00
2.1696E-06,2.34932E+00
2.1700E-06,2.33467E+00
2.1704E-06,2.33467E+00
2.1708E-06,2.33955E+00
2.1712E-06,2.33467E+00
2.1716E-06,2.32979E+00
2.1720E-06,2.34443E+00
2.1724E-06,2.33955E+00
2.1728E-06,2.33467E+00
2.1732E-06,2.35420E+00
2.1736E-06,2.32979E+00
2.1740E-06,2.34932E+00
2.1744E-06,2.33955E+00
2.1748E-06,2.34443E+00
2.1752E-06,2.35420E+00
2.1756E-06,2.33955E+00
2.1760E-06,2.35908E+00
2.1764E-06,2.33467E+00
2.1768E-06,2.33955E+00
2.1772E-06,2.34443E+00
2.1776E-06,2.33467E+00
2.1780E-06,2.34932E+00
2.1784E-06,2.33467E+00
2.1788E-06,2.35908E+00
2.1792E-06,2.34932E+00
2.1796E-06,2.34443E+00
2.1800E-06,2.33955E+00
2.1804E-06,2.34932E+00
2.1808E-06,2.34932E+00
2.1812E-06,2.34932E+00
2.1816E-06,2.35420E+00
2.1820E-06,2.34932E+00
2.1824E-06,2.34443E+00
2.1828E-06,2.35420E+00
2.1832E-06,2.33955E+00
2.1836E-06,2.34932E+00
2.1840E-06,2.33467E+00
2.1844E-06,2.33467E+00
2.1848E-06,2.33467E+00
2.1852E-06,2.33955E+00
2.1856E-06,2.33467E+00
2.1860E-06,2.34932E+00
2.1864E-06,2.33467E+00
2.1868E-06,2.34932E+00
2.1872E-06,2.34932E+00
2.1876E-06,2.33467E+00
2.1880E-06,2.34443E+00
2.1884E-06,2.33955E+00
2.1888E-06,2.34932E+00
2.1892E-06,2.34932E+00
2.1896E-06,2.33955E+00
2.1900E-06,2.34443E+00
2.1904E-06,2.34932E+00
2.1908E-06,2.34932E+00
2.1912E-06,2.34932E+00
2.1916E-06,2.32979E+00
2.1920E-06,2.33467E+00
2.1924E-06,2.34932E+00
2.1928E-06,2.34932E+00
2.1932E-06,2.34932E+00
2.1936E-06,2.32979E+00
2.1940E-06,2.34443E+00
2.1944E-06,2.33955E+00
2.1948E-06,2.35420E+00
2.1952E-06,2.35908E+00
2.1956E-06,2.34443E+00
2.1960E-06,2.34443E+00
2.1964E-06,2.36396E+00
2.1968E-06,2.35420E+00
2.1972E-06,2.35908E+00
2.1976E-06,2.34443E+00
2.1980E-06,2.34932E+00
2.1984E-06,2.34932E+00
2.1988E-06,2.34932E+00
2.1992E-06,2.32979E+00
2.1996E-06,2.34932E+00
2.2000E-06,2.34443E+00
2.2004E-06,2.34932E+00
2.2008E-06,2.34932E+00
2.2012E-06,2.33467E+00
2.2016E-06,2.34443E+00
2.2020E-06,2.33955E+00
2.2024E-06,2.34443E+00
2.2028E-06,2.35420E+00
2.2032E-06,2.34932E+00
2.2036E-06,2.33467E+00
2.2040E-06,2.34443E+00
2.2044E-06,2.34443E+00
2.2048E-06,2.33955E+00
2.2052E-06,2.35420E+00
2.2056E-06,2.34932E+00
2.2060E-06,2.33467E+00
2.2064E-06,2.34932E+00
2.2068E-06,2.36396E+00
2.2072E-06,2.33955E+00
2.2076E-06,2.34932E+00
2.2080E-06,2.35420E+00
2.2084E-06,2.32979E+00
2.2088E-06,2.34932E+00
2.2092E-06,2.35420E+00
2.2096E-06,2.35420E+00
2.2100E-06,2.35908E+00
2.2104E-06,2.34932E+00
2.2108E-06,2.34932E+00
2.2112E-06,2.34443E+00
2.2116E-06,2.34443E+00
2.2120E-06,2.35420E+00
2.2124E-06,2.34932E+00
2.2128E-06,2.34443E+00
2.2132E-06,2.35420E+00
2.2136E-06,2.34443E+00
2.2140E-06,2.36396E+00
2.2144E-06,2.33955E+00
2.2148E-06,2.35908E+00
2.2152E-06,2.34443E+00
2.2156E-06,2.33467E+00
2.2160E-06,2.34443E+00
2.2164E-06,2.34932E+00
2.2168E-06,2.32979E+00
2.2172E-06,2.33955E+00
2.2176E-06,2.34443E+00
2.2180E-06,2.34932E+00
2.2184E-06,2.35908E+00
2.2188E-06,2.36885E+00
2.2192E-06,2.36396E+00
2.2196E-06,2.34932E+00
2.2200E-06,2.33955E+00
2.2204E-06,2.36396E+00
2.2208E-06,2.35420E+00
2.2212E-06,2.34932E+00
2.2216E-06,2.35908E+00
2.2220E-06,2.34932E+00
2.2224E-06,2.35420E+00
2.2228E-06,2.34932E+00
2.2232E-06,2.34932E+00
2.2236E-06,2.35908E+00
2.2240E-06,2.35420E+00
2.2244E-06,2.34932E+00
2.2248E-06,2.33955E+00
2.2252E-06,2.35420E+00
2.2256E-06,2.34932E+00
2.2260E-06,2.35420E+00
2.2264E-06,2.33467E+00
2.2268E-06,2.34932E+00
2.2272E-06,2.35908E+00
2.2276E-06,2.34932E+00
2.2280E-06,2.34443E+00
2.2284E-06,2.36396E+00
2.2288E-06,2.35908E+00
2.2292E-06,2.35420E+00
2.2296E-06,2.33955E+00
2.2300E-06,2.35420E+00
2.2304E-06,2.34932E+00
2.2308E-06,2.34932E+00
2.2312E-06,2.35420E+00
2.2316E-06,2.34932E+00
2.2320E-06,2.34932E+00
2.2324E-06,2.35908E+00
2.2328E-06,2.35908E+00
2.2332E-06,2.34932E+00
2.2336E-06,2.34932E+00
2.2340E-06,2.35420E+00
2.2344E-06,2.35420E+00
2.2348E-06,2.35908E+00
2.2352E-06,2.34932E+00
2.2356E-06,2.35420E+00
