EnergyDepositedInSi, SourceZ, SiAngleOffAxis, AbsorberThickness
105.346,0,0,0
16.657,0,0,0
3.58287,0,0,0
154.524,0,0,0
178.441,0,0,0
98.1353,0,0,0
2.69653,0,0,0
346.119,0,0,0
259.41,0,0,0
25.1436,0,0,0
16.4283,0,0,0
22.0853,0,0,0
87.7911,0,0,0
115.133,0,0,0
76.9227,0,0,0
110.537,0,0,0
43.5096,0,0,0
109.14,0,0,0
85.2334,0,0,0
81.3026,0,0,0
63.0674,0,0,0
60.6732,0,0,0
35.7041,0,0,0
64.2181,0,0,0
75.9585,0,0,0
20.366,0,0,0
477.596,0,0,0
9.02716,0,0,0
90.0277,0,0,0
18.1954,0,0,0
18.9397,0,0,0
40.7648,0,0,0
357.061,0,0,0
1.53634,0,0,0
50.9705,0,0,0
49.5561,0,0,0
12.6328,0,0,0
22.0614,0,0,0
50.2172,0,0,0
3.37327,0,0,0
15.1027,0,0,0
32.1697,0,0,0
28.0916,0,0,0
35.2069,0,0,0
368.671,0,0,0
314.108,0,0,0
10.4547,0,0,0
31.7122,0,0,0
488.29,0,0,0
25.8037,0,0,0
10.7228,0,0,0
109.674,0,0,0
48.5114,0,0,0
100.626,0,0,0
121.363,0,0,0
13.1755,0,0,0
97.5305,0,0,0
66.0605,0,0,0
420.81,0,0,0
13.4226,0,0,0
62.6996,0,0,0
85.5763,0,0,0
263.144,0,0,0
58.0864,0,0,0
108.838,0,0,0
27.554,0,0,0
15.4346,0,0,0
252.207,0,0,0
68.1664,0,0,0
28.2467,0,0,0
35.1297,0,0,0
97.1029,0,0,0
43.3109,0,0,0
12.547,0,0,0
39.7368,0,0,0
112.402,0,0,0
59.7423,0,0,0
45.6486,0,0,0
383.323,0,0,0
0.776777,0,0,0
7.63954,0,0,0
358.629,0,0,0
36.5159,0,0,0
319.815,0,0,0
169.923,0,0,0
43.147,0,0,0
55.0879,0,0,0
179.703,0,0,0
33.3957,0,0,0
6.74605,0,0,0
6.93837,0,0,0
18.698,0,0,0
39.7065,0,0,0
116.288,0,0,0
66.5463,0,0,0
377.606,0,0,0
456.306,0,0,0
103.93,0,0,0
12.758,0,0,0
81.8746,0,0,0
62.9036,0,0,0
40.1568,0,0,0
86.2387,0,0,0
33.9371,0,0,0
216.238,0,0,0
12.2265,0,0,0
98.2478,0,0,0
48.2288,0,0,0
52.4383,0,0,0
399.238,0,0,0
94.7334,0,0,0
56.9752,0,0,0
32.9648,0,0,0
43.6315,0,0,0
97.7158,0,0,0
13.5571,0,0,0
159.755,0,0,0
41.1281,0,0,0
108.678,0,0,0
86.9222,0,0,0
32.3908,0,0,0
95.5284,0,0,0
13.623,0,0,0
119.816,0,0,0
226.92,0,0,0
49.5297,0,0,0
65.5744,0,0,0
105.877,0,0,0
670.855,0,0,0
106.015,0,0,0
259.853,0,0,0
259.847,0,0,0
39.0873,0,0,0
25.4647,0,0,0
481.062,0,0,0
394.624,0,0,0
174.224,0,0,0
18.5747,0,0,0
56.6999,0,0,0
31.8654,0,0,0
28.7556,0,0,0
14.7878,0,0,0
78.2747,0,0,0
7.58521,0,0,0
53.9559,0,0,0
27.8465,0,0,0
64.8519,0,0,0
43.5515,0,0,0
50.9787,0,0,0
55.7949,0,0,0
60.3051,0,0,0
58.2056,0,0,0
76.1973,0,0,0
41.3496,0,0,0
49.9054,0,0,0
76.4842,0,0,0
81.0721,0,0,0
100.475,0,0,0
102.521,0,0,0
72.0872,0,0,0
47.7316,0,0,0
62.9081,0,0,0
2.28186,0,0,0
413.347,0,0,0
52.3678,0,0,0
81.2974,0,0,0
6.65228,0,0,0
66.9504,0,0,0
82.317,0,0,0
39.6134,0,0,0
101.615,0,0,0
30.2461,0,0,0
55.1991,0,0,0
79.7791,0,0,0
64.4286,0,0,0
77.406,0,0,0
11.603,0,0,0
244.02,0,0,0
34.9869,0,0,0
28.6269,0,0,0
2.2487,0,0,0
188.946,0,0,0
25.1873,0,0,0
52.0393,0,0,0
29.7141,0,0,0
27.2188,0,0,0
567.572,0,0,0
166.057,0,0,0
69.1983,0,0,0
45.462,0,0,0
71.1991,0,0,0
60.9354,0,0,0
2.26377,0,0,0
111.605,0,0,0
4.1046,0,0,0
12.181,0,0,0
10.6823,0,0,0
481.451,0,0,0
73.8631,0,0,0
10.993,0,0,0
4.14276,0,0,0
5.85381,0,0,0
74.2845,0,0,0
13.2265,0,0,0
