EnergyDepositedInSi, SourceZ, SiAngleOffAxis, AbsorberThickness
142.562,0,0,0
86.1541,0,0,0
121.7,0,0,0
189.73,0,0,0
100.141,0,0,0
94.1724,0,0,0
78.0905,0,0,0
88.1928,0,0,0
93.9826,0,0,0
102.108,0,0,0
146.685,0,0,0
118.768,0,0,0
432.178,0,0,0
90.184,0,0,0
89.15,0,0,0
142.318,0,0,0
101.325,0,0,0
96.6879,0,0,0
110.065,0,0,0
93.1766,0,0,0
76.8264,0,0,0
105.658,0,0,0
143.336,0,0,0
70.4272,0,0,0
190.444,0,0,0
106.501,0,0,0
86.2947,0,0,0
90.756,0,0,0
73.9985,0,0,0
93.3347,0,0,0
90.6501,0,0,0
71.5849,0,0,0
93.6539,0,0,0
68.9602,0,0,0
98.8329,0,0,0
65.9207,0,0,0
98.3938,0,0,0
97.2947,0,0,0
105.385,0,0,0
112.934,0,0,0
101.825,0,0,0
72.5554,0,0,0
144.602,0,0,0
130.121,0,0,0
111.238,0,0,0
65.0725,0,0,0
203.93,0,0,0
69.3285,0,0,0
176.987,0,0,0
109.854,0,0,0
108.848,0,0,0
65.2458,0,0,0
116.155,0,0,0
84.7534,0,0,0
88.441,0,0,0
112.324,0,0,0
88.79,0,0,0
70.4619,0,0,0
79.2601,0,0,0
99.9488,0,0,0
413.783,0,0,0
101.741,0,0,0
124.383,0,0,0
373.869,0,0,0
264.57,0,0,0
74.0731,0,0,0
105.704,0,0,0
103.382,0,0,0
87.195,0,0,0
86.1471,0,0,0
96.8291,0,0,0
87.9377,0,0,0
89.1413,0,0,0
106.627,0,0,0
107.241,0,0,0
90.8038,0,0,0
98.9641,0,0,0
97.3967,0,0,0
86.0311,0,0,0
98.5427,0,0,0
102.972,0,0,0
76.9639,0,0,0
121.274,0,0,0
70.4307,0,0,0
81.8969,0,0,0
98.9904,0,0,0
83.6586,0,0,0
74.8575,0,0,0
83.5633,0,0,0
89.7911,0,0,0
231.028,0,0,0
104.251,0,0,0
324.457,0,0,0
95.9428,0,0,0
82.6668,0,0,0
93.9674,0,0,0
71.4712,0,0,0
101.247,0,0,0
90.82,0,0,0
82.9392,0,0,0
