EnergyDepositedInSi, SourceZ, SiAngleOffAxis, AbsorberThickness
172.198,0,0,0
279.885,0,0,0
159.784,0,0,0
373.109,0,0,0
73.1358,0,0,0
87.2048,0,0,0
170.665,0,0,0
91.0457,0,0,0
210.712,0,0,0
96.9611,0,0,0
103.37,0,0,0
397.183,0,0,0
96.2284,0,0,0
72.0557,0,0,0
89.8821,0,0,0
91.8431,0,0,0
90.0855,0,0,0
261.529,0,0,0
91.6197,0,0,0
80.775,0,0,0
107.819,0,0,0
69.3611,0,0,0
13.5553,0,0,0
282.094,0,0,0
204.557,0,0,0
295.475,0,0,0
100.962,0,0,0
97.4982,0,0,0
84.5345,0,0,0
111.309,0,0,0
122.707,0,0,0
127.261,0,0,0
131.384,0,0,0
468.327,0,0,0
86.4348,0,0,0
683.254,0,0,0
149.72,0,0,0
85.1471,0,0,0
86.2685,0,0,0
102.986,0,0,0
149.953,0,0,0
140.246,0,0,0
