EnergyDepositedInSi, SourceZ, SiAngleOffAxis, AbsorberThickness
180.468,-40,0,0.0044
314.11,-40,0,0.0044
102.859,-40,0,0.0044
81.9646,-40,0,0.0044
78.7341,-40,0,0.0044
155.18,-40,0,0.0044
289.804,-40,0,0.0044
98.9457,-40,0,0.0044
128.424,-40,0,0.0044
138.845,-40,0,0.0044
126.184,-40,0,0.0044
139.104,-40,0,0.0044
106.521,-40,0,0.0044
322.844,-40,0,0.0044
104.472,-40,0,0.0044
162.637,-40,0,0.0044
294.306,-40,0,0.0044
125.597,-40,0,0.0044
122.4,-40,0,0.0044
92.6001,-40,0,0.0044
441.682,-40,0,0.0044
94.6955,-40,0,0.0044
83.9317,-40,0,0.0044
499.622,-40,0,0.0044
168.447,-40,0,0.0044
84.598,-40,0,0.0044
396.644,-40,0,0.0044
94.8949,-40,0,0.0044
207.542,-40,0,0.0044
335.542,-40,0,0.0044
20.5006,-40,0,0.0044
85.0851,-40,0,0.0044
453.652,-40,0,0.0044
20.7152,-40,0,0.0044
149.398,-40,0,0.0044
206.415,-40,0,0.0044
149.296,-40,0,0.0044
212.495,-40,0,0.0044
110.018,-40,0,0.0044
136.167,-40,0,0.0044
136.713,-40,0,0.0044
287.53,-40,0,0.0044
86.125,-40,0,0.0044
154.358,-40,0,0.0044
216.399,-40,0,0.0044
363.637,-40,0,0.0044
168.93,-40,0,0.0044
722.004,-40,0,0.0044
116.374,-40,0,0.0044
257.635,-40,0,0.0044
166.069,-40,0,0.0044
120.201,-40,0,0.0044
180.459,-40,0,0.0044
227.966,-40,0,0.0044
100.618,-40,0,0.0044
114.873,-40,0,0.0044
173.413,-40,0,0.0044
122.6,-40,0,0.0044
114.739,-40,0,0.0044
131.261,-40,0,0.0044
77.7959,-40,0,0.0044
154.202,-40,0,0.0044
149.712,-40,0,0.0044
124.307,-40,0,0.0044
412.208,-40,0,0.0044
70.33,-40,0,0.0044
86.6393,-40,0,0.0044
143.734,-40,0,0.0044
70.4532,-40,0,0.0044
167.102,-40,0,0.0044
212.39,-40,0,0.0044
181.847,-40,0,0.0044
87.116,-40,0,0.0044
111.63,-40,0,0.0044
374.674,-40,0,0.0044
189.824,-40,0,0.0044
94.0558,-40,0,0.0044
395.181,-40,0,0.0044
91.2929,-40,0,0.0044
266.243,-40,0,0.0044
111.787,-40,0,0.0044
415.734,-40,0,0.0044
370.878,-40,0,0.0044
549.617,-40,0,0.0044
88.3603,-40,0,0.0044
40.4046,-40,0,0.0044
293.494,-40,0,0.0044
50.1318,-40,0,0.0044
165.763,-40,0,0.0044
124.012,-40,0,0.0044
125.52,-40,0,0.0044
123.218,-40,0,0.0044
554.888,-40,0,0.0044
88.4201,-40,0,0.0044
98.1218,-40,0,0.0044
202.12,-40,0,0.0044
113.303,-40,0,0.0044
148.952,-40,0,0.0044
145.223,-40,0,0.0044
132.736,-40,0,0.0044
117.021,-40,0,0.0044
180.459,-40,0,0.0044
88.0889,-40,0,0.0044
80.4409,-40,0,0.0044
99.137,-40,0,0.0044
99.1154,-40,0,0.0044
333.557,-40,0,0.0044
101.913,-40,0,0.0044
87.2697,-40,0,0.0044
212.35,-40,0,0.0044
107.753,-40,0,0.0044
134.027,-40,0,0.0044
315.692,-40,0,0.0044
118.891,-40,0,0.0044
130.918,-40,0,0.0044
88.4773,-40,0,0.0044
89.8064,-40,0,0.0044
39.4859,-40,0,0.0044
112.79,-40,0,0.0044
242.75,-40,0,0.0044
184.408,-40,0,0.0044
49.3231,-40,0,0.0044
87.2996,-40,0,0.0044
136.29,-40,0,0.0044
99.531,-40,0,0.0044
299.929,-40,0,0.0044
126.138,-40,0,0.0044
233.453,-40,0,0.0044
153.253,-40,0,0.0044
304.696,-40,0,0.0044
272.975,-40,0,0.0044
118.807,-40,0,0.0044
121.389,-40,0,0.0044
316.921,-40,0,0.0044
450.97,-40,0,0.0044
147.516,-40,0,0.0044
276.366,-40,0,0.0044
204.63,-40,0,0.0044
444.087,-40,0,0.0044
114.165,-40,0,0.0044
100.632,-40,0,0.0044
111.77,-40,0,0.0044
79.1871,-40,0,0.0044
210.525,-40,0,0.0044
137.603,-40,0,0.0044
111.801,-40,0,0.0044
101.514,-40,0,0.0044
128.547,-40,0,0.0044
489.592,-40,0,0.0044
443.888,-40,0,0.0044
87.1731,-40,0,0.0044
223.028,-40,0,0.0044
104.092,-40,0,0.0044
359.339,-40,0,0.0044
127.658,-40,0,0.0044
98.9777,-40,0,0.0044
240.318,-40,0,0.0044
91.4175,-40,0,0.0044
386.945,-40,0,0.0044
125.936,-40,0,0.0044
82.3377,-40,0,0.0044
224.597,-40,0,0.0044
246.347,-40,0,0.0044
184.2,-40,0,0.0044
166.465,-40,0,0.0044
119.834,-40,0,0.0044
163.072,-40,0,0.0044
95.1853,-40,0,0.0044
120.181,-40,0,0.0044
107.387,-40,0,0.0044
122.967,-40,0,0.0044
301.367,-40,0,0.0044
187.36,-40,0,0.0044
13.2565,-40,0,0.0044
74.2874,-40,0,0.0044
87.9525,-40,0,0.0044
195.111,-40,0,0.0044
338.428,-40,0,0.0044
106.998,-40,0,0.0044
84.5909,-40,0,0.0044
330.878,-40,0,0.0044
117.21,-40,0,0.0044
91.2774,-40,0,0.0044
513.047,-40,0,0.0044
126.042,-40,0,0.0044
605.617,-40,0,0.0044
105.311,-40,0,0.0044
196.867,-40,0,0.0044
286.361,-40,0,0.0044
464.809,-40,0,0.0044
182.93,-40,0,0.0044
79.9968,-40,0,0.0044
74.7744,-40,0,0.0044
18.9533,-40,0,0.0044
305.893,-40,0,0.0044
145.488,-40,0,0.0044
225.873,-40,0,0.0044
164.925,-40,0,0.0044
124.63,-40,0,0.0044
148.765,-40,0,0.0044
150.8,-40,0,0.0044
279.644,-40,0,0.0044
96.2075,-40,0,0.0044
88.8341,-40,0,0.0044
101.197,-40,0,0.0044
100.892,-40,0,0.0044
370.174,-40,0,0.0044
87.8434,-40,0,0.0044
403.612,-40,0,0.0044
136.057,-40,0,0.0044
75.2299,-40,0,0.0044
138.93,-40,0,0.0044
104.155,-40,0,0.0044
147.225,-40,0,0.0044
141.021,-40,0,0.0044
89.5516,-40,0,0.0044
219.623,-40,0,0.0044
105.181,-40,0,0.0044
472.714,-40,0,0.0044
94.637,-40,0,0.0044
78.4456,-40,0,0.0044
115.225,-40,0,0.0044
146.92,-40,0,0.0044
247.287,-40,0,0.0044
177.576,-40,0,0.0044
169.491,-40,0,0.0044
205.122,-40,0,0.0044
122.514,-40,0,0.0044
118.461,-40,0,0.0044
332.623,-40,0,0.0044
109.451,-40,0,0.0044
101.998,-40,0,0.0044
144.038,-40,0,0.0044
140.232,-40,0,0.0044
90.2704,-40,0,0.0044
538.952,-40,0,0.0044
96.7178,-40,0,0.0044
177.064,-40,0,0.0044
118.637,-40,0,0.0044
81.5737,-40,0,0.0044
231.755,-40,0,0.0044
159.101,-40,0,0.0044
14.1246,-40,0,0.0044
62.8772,-40,0,0.0044
271.8,-40,0,0.0044
88.2966,-40,0,0.0044
559.64,-40,0,0.0044
19.7104,-40,0,0.0044
94.1074,-40,0,0.0044
170.549,-40,0,0.0044
296.266,-40,0,0.0044
147.613,-40,0,0.0044
33.2251,-40,0,0.0044
111.332,-40,0,0.0044
202.703,-40,0,0.0044
143.784,-40,0,0.0044
111.055,-40,0,0.0044
258.322,-40,0,0.0044
99.4424,-40,0,0.0044
115.296,-40,0,0.0044
283.423,-40,0,0.0044
201.727,-40,0,0.0044
134.344,-40,0,0.0044
139.145,-40,0,0.0044
273.243,-40,0,0.0044
346.74,-40,0,0.0044
104.487,-40,0,0.0044
85.4308,-40,0,0.0044
91.6524,-40,0,0.0044
867.399,-40,0,0.0044
149.116,-40,0,0.0044
126.365,-40,0,0.0044
92.7411,-40,0,0.0044
193.775,-40,0,0.0044
98.8338,-40,0,0.0044
181.126,-40,0,0.0044
457.452,-40,0,0.0044
100.633,-40,0,0.0044
180.999,-40,0,0.0044
132.553,-40,0,0.0044
92.8155,-40,0,0.0044
888.927,-40,0,0.0044
150.52,-40,0,0.0044
337.024,-40,0,0.0044
217.814,-40,0,0.0044
171.607,-40,0,0.0044
133.983,-40,0,0.0044
396.275,-40,0,0.0044
215.388,-40,0,0.0044
131.976,-40,0,0.0044
152.619,-40,0,0.0044
172.699,-40,0,0.0044
444.802,-40,0,0.0044
13.0581,-40,0,0.0044
224.98,-40,0,0.0044
107.444,-40,0,0.0044
320.38,-40,0,0.0044
154.421,-40,0,0.0044
232.082,-40,0,0.0044
243.516,-40,0,0.0044
164.102,-40,0,0.0044
63.9773,-40,0,0.0044
138.465,-40,0,0.0044
138.002,-40,0,0.0044
91.1527,-40,0,0.0044
326.893,-40,0,0.0044
257.967,-40,0,0.0044
108.37,-40,0,0.0044
400.795,-40,0,0.0044
100.392,-40,0,0.0044
100.665,-40,0,0.0044
344.561,-40,0,0.0044
152.677,-40,0,0.0044
232.614,-40,0,0.0044
127.811,-40,0,0.0044
175.696,-40,0,0.0044
314.952,-40,0,0.0044
142.743,-40,0,0.0044
122.868,-40,0,0.0044
341.32,-40,0,0.0044
79.4879,-40,0,0.0044
205.353,-40,0,0.0044
172.023,-40,0,0.0044
105.922,-40,0,0.0044
353.536,-40,0,0.0044
91.2664,-40,0,0.0044
283.711,-40,0,0.0044
165.745,-40,0,0.0044
186.195,-40,0,0.0044
243.608,-40,0,0.0044
107.299,-40,0,0.0044
144.654,-40,0,0.0044
135.503,-40,0,0.0044
372.055,-40,0,0.0044
132.895,-40,0,0.0044
87.318,-40,0,0.0044
155.55,-40,0,0.0044
10.6635,-40,0,0.0044
99.9283,-40,0,0.0044
106.864,-40,0,0.0044
89.873,-40,0,0.0044
90.4104,-40,0,0.0044
91.4539,-40,0,0.0044
87.6501,-40,0,0.0044
353.986,-40,0,0.0044
119.185,-40,0,0.0044
504.68,-40,0,0.0044
157.512,-40,0,0.0044
227.397,-40,0,0.0044
139.376,-40,0,0.0044
148.033,-40,0,0.0044
115.661,-40,0,0.0044
217.044,-40,0,0.0044
74.5124,-40,0,0.0044
95.9852,-40,0,0.0044
663,-40,0,0.0044
345.898,-40,0,0.0044
88.3916,-40,0,0.0044
92.3723,-40,0,0.0044
90.2134,-40,0,0.0044
153.389,-40,0,0.0044
115.184,-40,0,0.0044
218.373,-40,0,0.0044
294.205,-40,0,0.0044
56.8487,-40,0,0.0044
445.428,-40,0,0.0044
93.9649,-40,0,0.0044
107.216,-40,0,0.0044
364.689,-40,0,0.0044
113.803,-40,0,0.0044
250.808,-40,0,0.0044
92.1111,-40,0,0.0044
86.3314,-40,0,0.0044
242.062,-40,0,0.0044
84.4144,-40,0,0.0044
316.72,-40,0,0.0044
213.619,-40,0,0.0044
70.6689,-40,0,0.0044
99.4993,-40,0,0.0044
372.759,-40,0,0.0044
96.5626,-40,0,0.0044
114.234,-40,0,0.0044
119.286,-40,0,0.0044
96.8034,-40,0,0.0044
359.949,-40,0,0.0044
116.831,-40,0,0.0044
65.0222,-40,0,0.0044
133.743,-40,0,0.0044
112.703,-40,0,0.0044
306.943,-40,0,0.0044
137.518,-40,0,0.0044
109.519,-40,0,0.0044
147.531,-40,0,0.0044
85.3972,-40,0,0.0044
123.835,-40,0,0.0044
485.819,-40,0,0.0044
104.705,-40,0,0.0044
115.784,-40,0,0.0044
255.929,-40,0,0.0044
155.99,-40,0,0.0044
96.8135,-40,0,0.0044
124.357,-40,0,0.0044
230.365,-40,0,0.0044
331.969,-40,0,0.0044
24.7299,-40,0,0.0044
191.05,-40,0,0.0044
152.292,-40,0,0.0044
154.61,-40,0,0.0044
406.019,-40,0,0.0044
105.707,-40,0,0.0044
115.341,-40,0,0.0044
161.205,-40,0,0.0044
104.722,-40,0,0.0044
195.497,-40,0,0.0044
127.321,-40,0,0.0044
181.552,-40,0,0.0044
109.911,-40,0,0.0044
152.454,-40,0,0.0044
90.8367,-40,0,0.0044
131.335,-40,0,0.0044
67.9485,-40,0,0.0044
130.477,-40,0,0.0044
114.875,-40,0,0.0044
225.447,-40,0,0.0044
182.581,-40,0,0.0044
153.965,-40,0,0.0044
99.0999,-40,0,0.0044
152.31,-40,0,0.0044
99.7133,-40,0,0.0044
104.107,-40,0,0.0044
187.554,-40,0,0.0044
151.671,-40,0,0.0044
11.4033,-40,0,0.0044
320.149,-40,0,0.0044
228.547,-40,0,0.0044
101.593,-40,0,0.0044
101.768,-40,0,0.0044
475.49,-40,0,0.0044
291.688,-40,0,0.0044
502.676,-40,0,0.0044
111.283,-40,0,0.0044
