EnergyDepositedInSi, SourceZ, SiAngleOffAxis, AbsorberThickness
311.121,-400,0,0.0044
86.0298,-400,0,0.0044
480.995,-400,0,0.0044
269.974,-400,0,0.0044
90.2483,-400,0,0.0044
121.066,-400,0,0.0044
97.3117,-400,0,0.0044
138.469,-400,0,0.0044
81.409,-400,0,0.0044
93.6166,-400,0,0.0044
170.395,-400,0,0.0044
359.733,-400,0,0.0044
109.098,-400,0,0.0044
362.094,-400,0,0.0044
114.55,-400,0,0.0044
75.5787,-400,0,0.0044
100.357,-400,0,0.0044
391.724,-400,0,0.0044
107.15,-400,0,0.0044
102.34,-400,0,0.0044
169.592,-400,0,0.0044
212.725,-400,0,0.0044
198.251,-400,0,0.0044
376.023,-400,0,0.0044
79.507,-400,0,0.0044
503.462,-400,0,0.0044
109.738,-400,0,0.0044
155.086,-400,0,0.0044
87.7591,-400,0,0.0044
482.592,-400,0,0.0044
385.392,-400,0,0.0044
106.329,-400,0,0.0044
14.1246,-400,0,0.0044
66.963,-400,0,0.0044
182.801,-400,0,0.0044
423.259,-400,0,0.0044
88.1361,-400,0,0.0044
79.7221,-400,0,0.0044
199.264,-400,0,0.0044
538.756,-400,0,0.0044
319.263,-400,0,0.0044
116.619,-400,0,0.0044
515.525,-400,0,0.0044
612.131,-400,0,0.0044
106.883,-400,0,0.0044
38.5855,-400,0,0.0044
80.4157,-400,0,0.0044
193.971,-400,0,0.0044
86.8539,-400,0,0.0044
246.473,-400,0,0.0044
127.79,-400,0,0.0044
111.999,-400,0,0.0044
365.969,-400,0,0.0044
139.404,-400,0,0.0044
165.797,-400,0,0.0044
105.083,-400,0,0.0044
262.417,-400,0,0.0044
146.928,-400,0,0.0044
111.152,-400,0,0.0044
133.816,-400,0,0.0044
116.169,-400,0,0.0044
135.861,-400,0,0.0044
308.95,-400,0,0.0044
325.076,-400,0,0.0044
465.317,-400,0,0.0044
420.443,-400,0,0.0044
106.665,-400,0,0.0044
24.1796,-400,0,0.0044
107.502,-400,0,0.0044
115.42,-400,0,0.0044
113.326,-400,0,0.0044
92.4889,-400,0,0.0044
100.588,-400,0,0.0044
186.32,-400,0,0.0044
248.822,-400,0,0.0044
155.574,-400,0,0.0044
212.565,-400,0,0.0044
103.361,-400,0,0.0044
223.037,-400,0,0.0044
71.0488,-400,0,0.0044
110.438,-400,0,0.0044
101.931,-400,0,0.0044
235.242,-400,0,0.0044
119.561,-400,0,0.0044
96.4864,-400,0,0.0044
123.971,-400,0,0.0044
145.589,-400,0,0.0044
104.62,-400,0,0.0044
132.581,-400,0,0.0044
74.7351,-400,0,0.0044
117.422,-400,0,0.0044
69.2397,-400,0,0.0044
753.059,-400,0,0.0044
93.7796,-400,0,0.0044
92.6653,-400,0,0.0044
101.229,-400,0,0.0044
567.51,-400,0,0.0044
82.7717,-400,0,0.0044
118.733,-400,0,0.0044
372.593,-400,0,0.0044
154.078,-400,0,0.0044
98.2522,-400,0,0.0044
205.602,-400,0,0.0044
160.821,-400,0,0.0044
424.124,-400,0,0.0044
59.5381,-400,0,0.0044
110.208,-400,0,0.0044
103.883,-400,0,0.0044
136.904,-400,0,0.0044
16.0398,-400,0,0.0044
106.097,-400,0,0.0044
83.1005,-400,0,0.0044
105.029,-400,0,0.0044
