EnergyDepositedInSi, SourceZ, SiAngleOffAxis, AbsorberThickness
482.941,-50,0,0
1.18886,-50,0,0
304.443,-50,0,0
79.0625,-50,0,0
97.1534,-50,0,0
310.475,-50,0,0
587.161,-50,0,0
67.3086,-50,0,0
143.125,-50,0,0
86.0597,-50,0,0
85.4526,-50,0,0
78.0973,-50,0,0
164.234,-50,0,0
101.278,-50,0,0
195.528,-50,0,0
262.614,-50,0,0
124.208,-50,0,0
257.235,-50,0,0
445.539,-50,0,0
144.122,-50,0,0
120.554,-50,0,0
224.065,-50,0,0
83.9153,-50,0,0
152.94,-50,0,0
114.67,-50,0,0
154.504,-50,0,0
52.0844,-50,0,0
84.8382,-50,0,0
92.1719,-50,0,0
205.45,-50,0,0
208.082,-50,0,0
113.174,-50,0,0
55.9979,-50,0,0
129.426,-50,0,0
86.688,-50,0,0
125.29,-50,0,0
133.347,-50,0,0
304.236,-50,0,0
625.639,-50,0,0
115.676,-50,0,0
382.704,-50,0,0
179.937,-50,0,0
427.834,-50,0,0
112.006,-50,0,0
113.155,-50,0,0
336.589,-50,0,0
83.4992,-50,0,0
92.3849,-50,0,0
96.049,-50,0,0
85.6222,-50,0,0
266.142,-50,0,0
109.504,-50,0,0
154.486,-50,0,0
73.0438,-50,0,0
107.732,-50,0,0
400.22,-50,0,0
377.828,-50,0,0
136.043,-50,0,0
312.106,-50,0,0
130.165,-50,0,0
130.296,-50,0,0
28.7567,-50,0,0
101.882,-50,0,0
79.9627,-50,0,0
72.207,-50,0,0
130.765,-50,0,0
