EnergyDepositedInSi, SourceZ, SiAngleOffAxis, AbsorberThickness
189.428,-300,0,0
321.955,-300,0,0
78.9969,-300,0,0
181.413,-300,0,0
90.8056,-300,0,0
228.558,-300,0,0
112.249,-300,0,0
115.501,-300,0,0
99.0472,-300,0,0
117.793,-300,0,0
311.208,-300,0,0
14.1246,-300,0,0
193.343,-300,0,0
159.717,-300,0,0
269.915,-300,0,0
139.471,-300,0,0
133.636,-300,0,0
110.193,-300,0,0
190.81,-300,0,0
353.296,-300,0,0
116.568,-300,0,0
114.166,-300,0,0
100.26,-300,0,0
376.016,-300,0,0
133.442,-300,0,0
136.659,-300,0,0
126.388,-300,0,0
201.626,-300,0,0
350.547,-300,0,0
674.79,-300,0,0
147.783,-300,0,0
109.661,-300,0,0
249.959,-300,0,0
119.793,-300,0,0
83.912,-300,0,0
242.095,-300,0,0
369.061,-300,0,0
105.269,-300,0,0
215.304,-300,0,0
193.382,-300,0,0
134.046,-300,0,0
97.5805,-300,0,0
234.785,-300,0,0
88.8608,-300,0,0
250.912,-300,0,0
98.3702,-300,0,0
177.085,-300,0,0
99.3762,-300,0,0
91.1308,-300,0,0
115.008,-300,0,0
67.6966,-300,0,0
99.3963,-300,0,0
100.536,-300,0,0
324.4,-300,0,0
227.855,-300,0,0
533.671,-300,0,0
194.67,-300,0,0
113.986,-300,0,0
281.131,-300,0,0
117.234,-300,0,0
175.14,-300,0,0
78.8269,-300,0,0
362.639,-300,0,0
238.15,-300,0,0
113.235,-300,0,0
361.5,-300,0,0
138.789,-300,0,0
102.16,-300,0,0
181.598,-300,0,0
106.971,-300,0,0
94.6072,-300,0,0
140.297,-300,0,0
138.429,-300,0,0
144.9,-300,0,0
91.9496,-300,0,0
224.368,-300,0,0
190.429,-300,0,0
107.1,-300,0,0
122.263,-300,0,0
165.133,-300,0,0
263.507,-300,0,0
118.693,-300,0,0
177.981,-300,0,0
140.461,-300,0,0
4.92628,-300,0,0
274.733,-300,0,0
155.933,-300,0,0
88.5717,-300,0,0
194.094,-300,0,0
123.096,-300,0,0
107.118,-300,0,0
302.991,-300,0,0
93.5904,-300,0,0
81.9433,-300,0,0
371.16,-300,0,0
108.432,-300,0,0
24.1551,-300,0,0
155.284,-300,0,0
325.08,-300,0,0
97.4191,-300,0,0
221.864,-300,0,0
117.754,-300,0,0
103.89,-300,0,0
90.1133,-300,0,0
8.46051,-300,0,0
8.31274,-300,0,0
130.753,-300,0,0
118.784,-300,0,0
224.905,-300,0,0
114.436,-300,0,0
146.004,-300,0,0
479.113,-300,0,0
148.924,-300,0,0
200.747,-300,0,0
231.664,-300,0,0
243.11,-300,0,0
236.367,-300,0,0
331.494,-300,0,0
236.977,-300,0,0
97.0124,-300,0,0
534.038,-300,0,0
345.782,-300,0,0
70.5098,-300,0,0
295.519,-300,0,0
326.934,-300,0,0
90.7492,-300,0,0
192.262,-300,0,0
268.989,-300,0,0
584.417,-300,0,0
80.0954,-300,0,0
100.255,-300,0,0
283.778,-300,0,0
43.0268,-300,0,0
88.4203,-300,0,0
121.99,-300,0,0
94.6294,-300,0,0
121.754,-300,0,0
120.261,-300,0,0
81.7733,-300,0,0
283.479,-300,0,0
78.05,-300,0,0
105.97,-300,0,0
116.314,-300,0,0
347.151,-300,0,0
139.868,-300,0,0
102.51,-300,0,0
155.117,-300,0,0
97.1791,-300,0,0
143.413,-300,0,0
190.898,-300,0,0
170.122,-300,0,0
122.754,-300,0,0
254.403,-300,0,0
97.4713,-300,0,0
355.427,-300,0,0
95.2411,-300,0,0
284.148,-300,0,0
370.429,-300,0,0
117.424,-300,0,0
79.4634,-300,0,0
270.258,-300,0,0
110.503,-300,0,0
181.437,-300,0,0
94.4445,-300,0,0
103.996,-300,0,0
251.429,-300,0,0
96.9568,-300,0,0
241.724,-300,0,0
151.179,-300,0,0
311.413,-300,0,0
93.161,-300,0,0
143.683,-300,0,0
250.054,-300,0,0
185.305,-300,0,0
89.3085,-300,0,0
389.141,-300,0,0
78.2161,-300,0,0
289.718,-300,0,0
96.7184,-300,0,0
175.807,-300,0,0
103.901,-300,0,0
240.884,-300,0,0
86.2487,-300,0,0
193.923,-300,0,0
177.659,-300,0,0
235.439,-300,0,0
212.305,-300,0,0
112.194,-300,0,0
430.161,-300,0,0
218.136,-300,0,0
82.4047,-300,0,0
120.327,-300,0,0
277.064,-300,0,0
260.446,-300,0,0
88.3824,-300,0,0
142.71,-300,0,0
173.819,-300,0,0
89.21,-300,0,0
208.588,-300,0,0
246.619,-300,0,0
94.4374,-300,0,0
126.954,-300,0,0
275.107,-300,0,0
113.632,-300,0,0
102.709,-300,0,0
79.9213,-300,0,0
507.191,-300,0,0
428.497,-300,0,0
86.5334,-300,0,0
14.0549,-300,0,0
103.458,-300,0,0
313.428,-300,0,0
