EnergyDepositedInSi, SourceZ, SiAngleOffAxis, AbsorberThickness
131.488,-100,0,0
261.58,-100,0,0
219.219,-100,0,0
231.844,-100,0,0
206.343,-100,0,0
119.444,-100,0,0
213.813,-100,0,0
214.489,-100,0,0
273.835,-100,0,0
160.79,-100,0,0
47.5378,-100,0,0
102.744,-100,0,0
75.8218,-100,0,0
109.031,-100,0,0
56.8005,-100,0,0
138.045,-100,0,0
92.3247,-100,0,0
90.8483,-100,0,0
51.8959,-100,0,0
97.252,-100,0,0
162.735,-100,0,0
328.713,-100,0,0
336.416,-100,0,0
383.77,-100,0,0
403.261,-100,0,0
202.44,-100,0,0
262.104,-100,0,0
71.8306,-100,0,0
107.579,-100,0,0
198.035,-100,0,0
93.4543,-100,0,0
113.226,-100,0,0
99.6315,-100,0,0
181.205,-100,0,0
83.3785,-100,0,0
302.616,-100,0,0
103.586,-100,0,0
166.507,-100,0,0
189.678,-100,0,0
219.452,-100,0,0
94.9275,-100,0,0
255.866,-100,0,0
210.782,-100,0,0
116.093,-100,0,0
284.971,-100,0,0
124.844,-100,0,0
100.47,-100,0,0
174.252,-100,0,0
92.569,-100,0,0
126.143,-100,0,0
83.0603,-100,0,0
265.976,-100,0,0
139.838,-100,0,0
107.947,-100,0,0
374.816,-100,0,0
92.3084,-100,0,0
11.4415,-100,0,0
148.309,-100,0,0
95.5932,-100,0,0
95.1296,-100,0,0
276.245,-100,0,0
504.415,-100,0,0
115.275,-100,0,0
131.427,-100,0,0
341.945,-100,0,0
301.89,-100,0,0
45.0836,-100,0,0
94.2257,-100,0,0
202.379,-100,0,0
187.473,-100,0,0
146.034,-100,0,0
398.103,-100,0,0
95.1249,-100,0,0
188.391,-100,0,0
163.871,-100,0,0
458.55,-100,0,0
105.87,-100,0,0
255.98,-100,0,0
89.6427,-100,0,0
100.403,-100,0,0
458.854,-100,0,0
190.428,-100,0,0
151.148,-100,0,0
144.513,-100,0,0
83.9626,-100,0,0
119.384,-100,0,0
150.044,-100,0,0
170.298,-100,0,0
142.615,-100,0,0
93.8184,-100,0,0
107.978,-100,0,0
117.352,-100,0,0
261.656,-100,0,0
81.1145,-100,0,0
321.378,-100,0,0
662.69,-100,0,0
435.357,-100,0,0
100.292,-100,0,0
111.472,-100,0,0
264.535,-100,0,0
283.599,-100,0,0
222.491,-100,0,0
94.8526,-100,0,0
150.947,-100,0,0
205.995,-100,0,0
624.526,-100,0,0
73.4012,-100,0,0
558.625,-100,0,0
446.336,-100,0,0
212.271,-100,0,0
77.373,-100,0,0
202.872,-100,0,0
144.324,-100,0,0
135.252,-100,0,0
115.781,-100,0,0
108.706,-100,0,0
158.398,-100,0,0
413.868,-100,0,0
555.304,-100,0,0
101.463,-100,0,0
66.5101,-100,0,0
202.588,-100,0,0
80.6502,-100,0,0
183.347,-100,0,0
144.883,-100,0,0
273.075,-100,0,0
105.126,-100,0,0
76.8992,-100,0,0
155.536,-100,0,0
508.683,-100,0,0
167.345,-100,0,0
108.813,-100,0,0
105.007,-100,0,0
73.7648,-100,0,0
87.6911,-100,0,0
357.558,-100,0,0
346.151,-100,0,0
187.625,-100,0,0
145.728,-100,0,0
95.0261,-100,0,0
115.762,-100,0,0
73.5783,-100,0,0
94.6904,-100,0,0
93.5957,-100,0,0
231.768,-100,0,0
144.611,-100,0,0
245.525,-100,0,0
86.4787,-100,0,0
225.813,-100,0,0
194.768,-100,0,0
146.366,-100,0,0
160.798,-100,0,0
117.105,-100,0,0
126.576,-100,0,0
128.229,-100,0,0
94.079,-100,0,0
92.211,-100,0,0
87.1438,-100,0,0
251.114,-100,0,0
91.9913,-100,0,0
143.361,-100,0,0
104.198,-100,0,0
112.597,-100,0,0
86.3891,-100,0,0
211.632,-100,0,0
125.341,-100,0,0
142.611,-100,0,0
158.427,-100,0,0
92.1766,-100,0,0
102.337,-100,0,0
107.797,-100,0,0
98.9539,-100,0,0
224.091,-100,0,0
476.828,-100,0,0
74.6865,-100,0,0
84.237,-100,0,0
462.161,-100,0,0
245.294,-100,0,0
89.1444,-100,0,0
154.133,-100,0,0
573.359,-100,0,0
167.722,-100,0,0
208.727,-100,0,0
119.42,-100,0,0
238.999,-100,0,0
187.879,-100,0,0
106.618,-100,0,0
112.342,-100,0,0
272.992,-100,0,0
19.9713,-100,0,0
15.7867,-100,0,0
248.951,-100,0,0
111.783,-100,0,0
160.486,-100,0,0
118.844,-100,0,0
281.348,-100,0,0
103.929,-100,0,0
108.548,-100,0,0
123.822,-100,0,0
142.648,-100,0,0
177.174,-100,0,0
117.328,-100,0,0
131.207,-100,0,0
122.351,-100,0,0
111.175,-100,0,0
167.122,-100,0,0
104.614,-100,0,0
84.0881,-100,0,0
79.1957,-100,0,0
93.0289,-100,0,0
86.4278,-100,0,0
92.6827,-100,0,0
101.834,-100,0,0
488.191,-100,0,0
177.802,-100,0,0
98.5063,-100,0,0
253.686,-100,0,0
88.9478,-100,0,0
279.439,-100,0,0
132.638,-100,0,0
97.789,-100,0,0
87.7272,-100,0,0
150.771,-100,0,0
120.092,-100,0,0
98.7615,-100,0,0
198.685,-100,0,0
89.079,-100,0,0
95.1081,-100,0,0
133.725,-100,0,0
115.864,-100,0,0
104.715,-100,0,0
75.3657,-100,0,0
230.963,-100,0,0
25.0231,-100,0,0
78.4535,-100,0,0
275.206,-100,0,0
172.842,-100,0,0
157.141,-100,0,0
97.3459,-100,0,0
473.471,-100,0,0
108.956,-100,0,0
90.5853,-100,0,0
323.875,-100,0,0
243.772,-100,0,0
261.006,-100,0,0
185.248,-100,0,0
114.162,-100,0,0
292.408,-100,0,0
101.79,-100,0,0
342.822,-100,0,0
162.103,-100,0,0
107.001,-100,0,0
312.519,-100,0,0
136.849,-100,0,0
187.595,-100,0,0
193.944,-100,0,0
257.852,-100,0,0
79.6589,-100,0,0
97.2386,-100,0,0
300.106,-100,0,0
108.887,-100,0,0
